id,term,location,jobposition,department,agency,dateposted,link
2880,Full-time,"Hanover, MD",Principle Systems Engineer,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AmFs
2896,Full-Time,"Yuma, AZ",Senior Mission Planner / IT Skills / F-35 / CSO / Flight Ops,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/15Sys
2912,Full-Time,"Oldsmar, FL",Manufacturing Engineer Sr,Manufacturing,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18S68
2928,Full-time,"Dallas, TX",Supply Technician,Logistics,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/19A0s
2743,Full-Time,"Littleton, CO",Mechanical Engineer,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BSdS
60,Full-time,"Seattle, WA",SOC Architect,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5Bj0fwJ&nl=0
12838,Full-Time,"Littleton, CO",Software Engineer Sr,Software Engineering,Lockheed Martin,03-25-2015,http://www.applytracking.com/track.aspx/1FMRO
36350,Full Time,"Hampton, Virginia",CHIEF FINANCIAL OFFICER,"Headquarters, NASA",NASA,04-21-2015,https://www.usajobs.gov/GetJob/ViewDetails/398013400?PostingChannelID=RESTAPI
42484,Full-Time,"Littleton, CO",Electronics Engineer,Electronics Engineering,Lockheed Martin,04-28-2015,http://www.applytracking.com/track.aspx/1KRu6
25671,Full-Time,"Littleton, CO",Executive Administrative Assistant,Administrative,Lockheed Martin,04-09-2015,http://www.applytracking.com/track.aspx/1Hhbs
27448,Full-Time,"Melbourne, FL",Mechanical Field Engineer,Technicians,Lockheed Martin,04-11-2015,http://www.applytracking.com/track.aspx/1I5fe
2931,Full-Time,"Moorestown, NJ","Lead Mbr Eng Staff / Java, C++ / SW Apps Dev / 12+ Yrs Exp",Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18z16
2760,Full-Time,"Orlando, FL","Staff Software Engineer / Java, WebLogic, Jboss, Apache",Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11Tg8
2809,Full-Time,"Cape Canaveral, FL",Sys Integratn/Test Eng Asc,Test Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/17qA2
2913,Full-Time,"Oldsmar, FL",Engineering Aide Sr,Manufacturing,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18SwE
2615,Full-Time,"ARLINGTON, VA",Human Effectiveness Research Scientist,Human Factors Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/k6AA
484,Full-time,"Seattle, WA",Senior Antenna Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKFf0fwo&nl=0
402,Full-time,"Hawthorne, CA",Software Quality Assurance Manager,Information Technology - Applications Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oO1PXfwl&nl=0
2873,Part-Time,"Littleton, CO",Computer Systems Analyst Intern,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AlCi
2889,Full-Time,"Bethesda, MD",Organizational Effectiveness Partner,Human Resources,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/15MAI
2905,Full-time,"Charleston, SC",Program Management Sr Mgr,Program Management,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/16ETE
2921,Full-Time,"Littleton, CO",Software Engineer Sr,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18gzq
2906,Full-Time,"Palo Alto, CA",College Student Tech Spec,Aeronautical Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/162AU
2922,Full-time,"Houston, TX",Research Engineer - Particle Physics,Scientist,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18emk
2860,Full-Time,"Stennis Space Center, MS",Electrical Engineer Lead - Propulsion Engine Test Operations,Electrical Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1A1XQ
2790,Full-time,"Houston, TX",Payload Systems Engineer,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1DZvS
232,Full-time,"Hawthorne, CA",Quality Inspector - F9,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o7rw0fwO&nl=0
316,Full-time,"Hawthorne, CA",Lead Mechanical Engineer - Propulsion,Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oNjw0fwm&nl=0
2036,Full-Time,"King George, VA",Systems Engineer - Warfare Systems,Systems Engineering: Other,Lockheed Martin,03-12-2015,http://www.applytracking.com/track.aspx/1DEcU
36351,Multiple Schedules,"Greenbelt, Maryland",Technician Student Trainee - NASA Pathways Intern,Goddard Space Flight Center,NASA,04-21-2015,https://www.usajobs.gov/GetJob/ViewDetails/401318700?PostingChannelID=RESTAPI
44007,Contractor,"Vandenberg, CA",Dining Room Attendant - Contracted,Corporate Operations - Food Services,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oaLX0fwC&nl=0
42485,Full-Time,"Littleton, CO",Materials Engineer,Materials Engineering,Lockheed Martin,04-28-2015,http://www.applytracking.com/track.aspx/1KTMk
44299,Full-Time,"Owego, NY",Software Engineer,Software Engineering,Lockheed Martin,04-30-2015,http://www.applytracking.com/track.aspx/1Ksr4
43903,Full-time,"Hawthorne, CA",Technical Recruiter,Corporate Operations - Human Resources and Office Support,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oelY0fwh&nl=0
25672,Full-Time,"Melbourne, FL",Mechanical Field Engineer,Technicians,Lockheed Martin,04-09-2015,http://www.applytracking.com/track.aspx/1Hgck
27449,Full-Time,"Stennis Space Center, MS",Test Control Center & NDAS Manager,Management,Lockheed Martin,04-11-2015,http://www.applytracking.com/track.aspx/1I5py
2058,Full-time," Kent, Washington",Aerodynamics Engineer,Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8ad8db0b4526dab501452e2954b36d0f&source=Company%20Website
1514,Full-Time,"Palo Alto, CA",Research Engineer Sr,Mechanical Engineering,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CsBq
49,Full-time,"Hawthorne, CA",Sr. Power Electronics Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oVIRZfwd&nl=0
281,Full-time,"Hawthorne, CA",Supplier Engineer - Avionics,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oaOdZfwU&nl=0
1513,Full-Time,"Littleton, CO",Associate Mechanical Engineer,Mechanical Engineering,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1Cghk
61,Full-time,"McGregor, TX","Ground Support Equipment Technician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5tz0fwR&nl=0
233,Full-time,"Hawthorne, CA",Surface Plate Inspector/Sheet Metal Shop (2nd Shift),Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oUPh0fwK&nl=0
14167,Full-time,"Hawthorne, CA",Facilities Technician II,Corporate Operations - Facilities and Security,SpaceX,03-27-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oaiL0fwX&nl=0
17542,Full-time,"Hawthorne, CA",Associate Buyer,Corporate Operations - Accounting and Finance,SpaceX,03-31-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDjM0fws&nl=0
235,Full-time,"Hawthorne, CA","Quality Specialist, Production",Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oWcr0fwj&nl=0
182,Full-time,"Hawthorne, CA",Structures Technician (Composites),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozbj0fwN&nl=0
7082,Full-Time,"Huntsville, AL",Cmptr Sys Secur Analyst Stf,Security,Lockheed Martin,03-18-2015,http://www.applytracking.com/track.aspx/1EDIk
2745,Full-Time,"Sunnyvale, CA",Bus Devel Analyst Asc,Business Development,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11DYm
2797,Full-time,"Puyallup, WA",Power Systems Project Engineer with FAA experience,Miscellaneous Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1DXEW
86,Full-time,"McGregor, TX",Electrical Engineer (Instrumentation and Controls),Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=osct0fwR&nl=0
36352,Full Time,"Hampton, Virginia",Chief Counsel,Langley Research Center,NASA,04-21-2015,https://www.usajobs.gov/GetJob/ViewDetails/398561700?PostingChannelID=RESTAPI
41802,Full-time,"Hawthorne, CA",Valve Engineer,Propulsion - Engine Design and Development,SpaceX,04-28-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oe6Y0fw2&nl=0
25673,Full-Time,"Sunnyvale, CA",Satellite Systems Engr,Systems Engineering: Other,Lockheed Martin,04-09-2015,http://www.applytracking.com/track.aspx/1Hj2k
27450,Full-Time,"Houston, TX",QA Engineer Staff,QA/Test and Inspection,Lockheed Martin,04-11-2015,http://www.applytracking.com/track.aspx/1I7H0
89,Full-time,"Hawthorne, CA",Test Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozit0fw4&nl=0
90,Full-time,"Hawthorne, CA",Test Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=of3i0fwk&nl=0
91,Full-time,"Hawthorne, CA",Structures Systems Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oba90fwe&nl=0
92,Full-time,"Hawthorne, CA",Structures Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQl5ZfwZ&nl=0
317,Full-time,"Hawthorne, CA",Assembly (Structures) Supervisor 2nd shift,Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGfd0fwS&nl=0
344,Full-time,"Hawthorne, CA",Manufacturing  Engineer (Proof and Leak),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=onB3XfwI&nl=0
345,Full-time,"Hawthorne, CA",Manufacturing Engineer (Dragon Fluid Systems),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=orRs0fwu&nl=0
346,Full-time,"Hawthorne, CA",Manufacturing  Engineer (Merlin Thrust Chamber Assembly),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=osqhZfwS&nl=0
347,Full-time,"Hawthorne, CA",Manufacturing  Engineer (M&P),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oBghZfwR&nl=0
403,Full-time,"Hawthorne, CA",Software Engineer,Information Technology - Applications Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=onWgZfwi&nl=0
15426,Seasonal,"Huntsville, Alabama",Aviation Challenge Counselor,Global Space Camp Operations,U.S. Space & Rocket Center Foundation,03-29-2015,https://spacecampfoundation.applicantstack.com/x/apply/a2i23048l48s
348,Full-time,"Hawthorne, CA",Logistics Specialist,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMkx0fwn&nl=0
349,Full-time,"Hawthorne, CA",Lean Facilitator,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oI7s0fw1&nl=0
350,Full-time,"Hawthorne, CA",Integration & Test Engineer (Falcon 9 - Launch Vehicle),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQ0kZfwT&nl=0
32811,Part Time,"Huntsville, Alabama",Scheduling Specialist,Planning & Logistics,U.S. Space & Rocket Center Foundation,04-18-2015,https://spacecampfoundation.applicantstack.com/x/apply/a2i2304v2j14
36353,Full Time,"Washington DC, District of Columbia",Chief Scientist,"Headquarters, NASA",NASA,04-21-2015,https://www.usajobs.gov/GetJob/ViewDetails/400531800?PostingChannelID=RESTAPI
38435,Full-time,"Hawthorne, CA",Orbital Tube Welder - Merliin,Manufacturing and Production - Operations,SpaceX,04-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozIW0fwX&nl=0
23257,Full-time,"Cape Canaveral, FL","Calibration Technician, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,04-07-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oByg0fw9&nl=0
25674,Full-Time,"Melbourne, FL",Electronic Field Engineer,Technicians,Lockheed Martin,04-09-2015,http://www.applytracking.com/track.aspx/1HfrK
354,Full-time,"Hawthorne, CA",Integration & Test Engineer (Dragon Spacecraft),Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oFNdZfwo&nl=0
355,Full-time,"Hawthorne, CA",Integration & Test Engineer,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oCQm0fwy&nl=0
356,Full-time,"Hawthorne, CA",Electron Beam Welding Engineer,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oxnBYfwd&nl=0
357,Full-time,"Hawthorne, CA",Control System Engineer,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4Ef0fwH&nl=0
358,Full-time,"Hawthorne, CA",Avionics Sensors Manufacturing Engineer,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oHIq0fwz&nl=0
359,Full-time,"Hawthorne, CA",Lead Manufacturing Engineer - Spacecraft,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oQyNZfwU&nl=0
360,Full-time,"Hawthorne, CA",Software Engineer (LabVIEW),Launch and Test - Mission Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oz9qYfwQ&nl=0
361,Full-time,"Hawthorne, CA",Mission Operations Engineer,Launch and Test - Mission Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opJh0fw9&nl=0
362,Full-time,"Hawthorne, CA",Crew Operations and Procedures Engineer,Launch and Test - Mission Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oyWc0fwq&nl=0
363,Full-time,"Cape Canaveral, FL",Welding Engineer,Launch and Test - Engineering Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oITn0fwI&nl=0
429,Full-time,"Hawthorne, CA",Construction Manager,Corporate Operations - Facilities and Security,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oL2o0fwV&nl=0
2076,Seasonal,"Huntsville, Alabama",Nursing Clerk,Global Space Camp Operations,U.S. Space & Rocket Center Foundation,03-12-2015,https://spacecampfoundation.applicantstack.com/x/apply/a2i2304d3ea1
2629,Full-Time,"Edwards Air Force Base, CA",Sr IT Systems Admin / OMS / COMSEC / F-35 Flight Ops,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/aFyY
8646,Full-Time,"Arlington, VA",Mult Fnc Info Sys Anlst,Information Technology,Lockheed Martin,03-20-2015,http://www.applytracking.com/track.aspx/1Egya
2661,Full-Time,"Santa Maria, CA",Electronics Engineer Sr,Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/yKtq
18767,Full-Time,"Orlando, FL",Software Engineer / Flight Simulators / ,Software Engineering,Lockheed Martin,04-01-2015,http://www.applytracking.com/track.aspx/1GQlo
2731,Full-Time,"Littleton, CO",Senior Systems Engineer,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BScU
36354,Full Time,"Washington DC, District of Columbia","Director, Strategic Investments Division","Headquarters, NASA",NASA,04-21-2015,https://www.usajobs.gov/GetJob/ViewDetails/401499300?PostingChannelID=RESTAPI
42488,Full-Time,"Sunnyvale, CA",Systems Engineer Associate,Systems Engineering: Other,Lockheed Martin,04-28-2015,http://www.applytracking.com/track.aspx/1KTOg
24130,Full-time,"McGregor, TX","Avionics Technician, Texas",Rocket Launch Facility - Cape Canaveral,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDrR0fwF&nl=0
2693,Full-Time,"Corpus Christi, TX",Aircraft Mechanic,Craft Workers,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/rq4M
7084,Full-time,"Rio Grande City, TX",Electronics Engineering Technician V,Technicians,Lockheed Martin,03-18-2015,http://www.applytracking.com/track.aspx/1BGRo
2219,Full-time,"Cape Canaveral, FL","Launch IT Systems Administrator, Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-13-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8FF0fwc&nl=0
2723,Full-time,"Annapolis Junction, MD",Mult Func Engrg & Sci Sr Mgr,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BOk0
2752,Part-Time,"Eagan, MN",College Student Tech Sr Spec,Systems Engineering: Software,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11ppg
2801,Full-Time,"Sunnyvale, CA",HR Business Partner Lead,Human Resources,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/17JzM
2819,Full-Time,"Owego, NY",Software Engineer Sr,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/17uui
2836,Full-Time,"Littleton, CO",Satellite Systems Engineer Associate,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1Br0u
2853,Full-Time,"Colorado Springs, CO",Network Engineer / Juniper / Cisco,Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/19VRa
2869,Full-Time,"Sunnyvale, CA",Design Engineer Sr,Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1ACBa
2885,Full-Time,"Littleton, CO",Software Engineering Mgr,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/14v1Y
2901,Full-Time,"Sunnyvale, CA",Industrial Security Representative Associates,Security,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/160nK
2917,Part-Time,"Moorestown, NJ",College Student Tech (Intern),Systems Engineering: Assembly/Integration and Test,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18d6E
2933,Call-In,"Sunnyvale, CA",College Student Tech (Intern),Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/egwm
320,Full-time,"Hawthorne, CA","Sr. Manufacturing Engineer, Avionics Hardware",Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4h6Zfwa&nl=0
