id,term,location,jobposition,department,agency,dateposted,link
14564,Full-Time,"Littleton, CO",Mechanical Engineering Mgr,Mechanical Engineering,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1FgMO
14565,Full-Time,"Orlando, FL",Software Engineer / OOD / ,Software Engineering,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1FiPy
12858,Full-Time,"Littleton, CO",Software Engineer Sr,Software Engineering,Lockheed Martin,03-25-2015,http://www.applytracking.com/track.aspx/1FM4A
43935,Full-time,"Hawthorne, CA",Facilities Supervisor,Corporate Operations - Facilities and Security,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMLU0fwb&nl=0
12028,Full-Time,"Palo Alto, CA",College Student Tech Spec,Aeronautical Engineering,Lockheed Martin,03-24-2015,http://www.applytracking.com/track.aspx/1F9dq
18277,Full-time,"Hawthorne, CA",Mechanical Design Engineer - Automation,Manufacturing and Production - Engineering,SpaceX,04-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5YN0fwA&nl=0
19642,Full-Time,"Aberdeen Proving Ground, MD",Linux Systems Administrator/,Information Technology,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GaAs
19982,Full-time,"Hawthorne, CA","Sr. Manufacturing Engineer, Avionics Tower Integration",Manufacturing and Production - Engineering,SpaceX,04-03-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oyMN0fwR&nl=0
14567,Full-Time,"Stennis Space Center, MS",System Safety Engineer Sr,Environment Safety and Health,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1FhkM
30353,Full-time,"Hawthorne, CA","Tooling Maintenance Technician, Entry Level",Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-15-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5gS0fwX&nl=0
7454,Full-time,"Hawthorne, CA",Industrial Engineer,Manufacturing and Production - Engineering,SpaceX,03-19-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZjI0fwK&nl=0
19643,Full-Time,"Littleton, CA",Senior Systems Engineer – New Technology Products,Information Technology,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GcIe
2047,Full-time,"Hanover, MD",Systems Administrator Sr Stf,Information Technology,Lockheed Martin,03-12-2015,http://www.applytracking.com/track.aspx/1DF2I
2616,Full-Time,"Cherry Hill, NJ",Materials Processing Research Scientist,Materials Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/k6BI
226,Full-time,"Hawthorne, CA",CNC VTL Machinist - 2nd Shift,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opnw0fw2&nl=0
230,Full-time,"Hawthorne, CA",Quality Inspector - Propulsion,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ong6Zfws&nl=0
227,Full-time,"Hawthorne, CA",CNC Vertical Mill Machinist (1st Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2zQZfwa&nl=0
228,Full-time,"Hawthorne, CA",Surface Plate Inspector/Sheet Metal Shop (1st Shift),Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oiFwZfwc&nl=0
229,Full-time,"Hawthorne, CA",Quality Metrology Technician,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oh7yZfwF&nl=0
2899,Full-Time,"Fort Worth, TX",Systems Administrator Sr,Systems Engineering: System of Systems Integration,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/15zpy
14568,Full-time,"Rio Grande City, TX",Mechanical Field Engineer Sr,Technicians,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1FgNM
12030,Full-Time,"Louisville, CO",Research Scientist Stf,Scientist,Lockheed Martin,03-24-2015,http://www.applytracking.com/track.aspx/1FACg
275,Full-time,"Hawthorne, CA",Tool Fabrication Project Leader (Associate),Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEsf0fw5&nl=0
276,Full-time,"Hawthorne, CA",Test Specialist,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oLF7Zfwg&nl=0
277,Full-time,"Hawthorne, CA",Avionics Quality Inspector (Cleanroom),Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oyYYZfwd&nl=0
12862,Full-Time,"Sacramento, CA",HC-130H Aircraft Maintenance Associate Manager,Product Support,Lockheed Martin,03-25-2015,http://www.applytracking.com/track.aspx/1FOF0
20501,Full-Time,"Fort Worth, TX",Systems Administrator,Systems Engineering: System of Systems Integration,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1GnI6
2659,Call-In,"Cape Canaveral, FL",College Student Tech (Intern),Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/if2M
19646,Full-Time,"Huntsville, AL",Software Engineer,Software Engineering,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GdWS
7120,Full-Time,"Eglin Air Force Base, FL",Project Engineering Asc Mgr,Systems Engineering: Other,Lockheed Martin,03-18-2015,http://www.applytracking.com/track.aspx/1EIKM
469,Full-time,"Hawthorne, CA",Senior Materials & Process Engineer - Avionics,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oHePZfwt&nl=0
476,Full-time,"Seattle, WA",RFIC Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oNHj0fwx&nl=0
278,Full-time,"Hawthorne, CA",Supply Chain Process Improvement Manager,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oqlx0fw2&nl=0
376,Full-time,"Cape Canaveral, FL",Pipe Welder,Launch and Test - Engineering Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5Zh0fw5&nl=0
63,Full-time,"McGregor, TX","Electrician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ouRb0fwg&nl=0
64,Full-time,"McGregor, TX","Project Controls Scheduler, Texas",Texas Rocket Development & Test - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omHg0fw3&nl=0
77,Full-time,"McGregor, TX","GSE Systems Safety Engineer, Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oIJc0fwn&nl=0
78,Full-time,"McGregor, TX","Embedded Software Engineer (LabVIEW), Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oA4d0fwB&nl=0
79,Full-time,"McGregor, TX","Electrical Engineer (Power), Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=obfu0fwE&nl=0
80,Full-time,"McGregor, TX","Maintenance Supervisor, Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDjy0fwe&nl=0
81,Full-time,"McGregor, TX","Avionics Integration Engineer, Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oB2t0fwQ&nl=0
31921,Full-Time,"Orlando, FL",Multi Functioning EH&S Manager/ Safety Manager/ Environmental Manager/ Environmental Health and Safe,Environment Safety and Health,Lockheed Martin,04-16-2015,http://www.applytracking.com/track.aspx/1Ingg
18990,Full-time,"Hawthorne, CA",Structures Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-02-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=owXN0fw0&nl=0
12033,Full-Time,"Houston, TX",Aeronautical Engineer,Aeronautical Engineering,Lockheed Martin,03-24-2015,http://www.applytracking.com/track.aspx/1FAZQ
21364,Full-Time,"Sunnyvale, CA",Sys Integration Analyst Asc,Information Technology,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H1HW
124,Full-time,"Vandenberg, CA","Manager of Vehicle Integration, Vandenberg",Rocket Launch Facility - Vandenberg,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ojvB0fw9&nl=0
126,Full-time,"Vandenberg, CA",Launch Fluids Engineer,Rocket Launch Facility - Vandenberg,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o98b0fwc&nl=0
2914,Full-Time,"Herndon, VA",Sr. Program Manager,Program Management,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18dxm
2930,Full-Time,"Littleton, CO",Thermal Vacuum Chamber Operator,Technicians,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/19CIU
2473,Full-time,"Cape Canaveral, FL",Launch Operations Systems Analyst (Cape),Information Technology - Infrastructure Design and Support,SpaceX,03-13-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohWh0fwe&nl=0
36535,Full-time,"Hawthorne, CA",Propulsion Liaison Engineer,Propulsion - Engine Design and Development,SpaceX,04-22-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4fW0fwZ&nl=0
31922,Full-Time,"Littleton, CO",Mechanical Engineering Mgr,Mechanical Engineering,Lockheed Martin,04-16-2015,http://www.applytracking.com/track.aspx/1IoTi
11542,Full-time,"Hawthorne, CA",Asset Maintenance Engineer,Manufacturing and Production - Engineering,SpaceX,03-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oVqnZfwr&nl=0
12034,Call-In,"King of Prussia, PA",College Student Tech Sr Spec,Software Engineering,Lockheed Martin,03-24-2015,http://www.applytracking.com/track.aspx/1F9eo
19648,Full-Time,"Littleton, CO",Chief Satellite Architect,Systems Architect,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1Gaxa
96,Full-time,"Hawthorne, CA",Structures Designer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oaAj0fwN&nl=0
102,Full-time,"Hawthorne, CA",Structures Build Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ovB7ZfwW&nl=0
138,Full-time,"Rio Grande Valley, TX",Electrical Engineer (Launch Pad Facilities),Rocket Launch Facility - South Texas,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=opfQZfwd&nl=0
139,Full-time,"Vandenberg, CA","Electrical Engineer (High Power), Vandenberg",Rocket Launch Facility - Vandenberg,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ogJxZfwf&nl=0
14573,Full-Time,"Melbourne, FL",Electronic Field Engineer,Technicians,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1Fl7O
19649,Full-Time,"Littleton, CO",Systems Engineer,Systems Engineering: Design and Verification,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GgCQ
20505,Full-Time,"Huntsville, AL",Software Engineer - C++/OOD/Linux Programming - ,Software Engineering,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gpt4
185,Full-time,"Hawthorne, CA",Structures Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oPIy0fwP&nl=0
509,Full-time,"Seattle, WA",Hardware Design Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8Dj0fwO&nl=0
2800,Full-Time,"Orlando, FL",Software Engineer,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/17AGS
221,Full-time,"Hawthorne, CA",Avionics Wire Harness Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oync0fwR&nl=0
30506,Full-time,"Hawthorne, CA",Spare Parts Manager,Manufacturing and Production - Engineering,SpaceX,04-15-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohtT0fwn&nl=0
35947,Full-time,"Hawthorne, CA",Proposal Editor,Business Development - Sales,SpaceX,04-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohSV0fwO&nl=0
14574,Full-Time,"Littleton, CO",NDT Technical Specialist,QA/Test and Inspection,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1Fl8g
12036,Part-Time,"Sunnyvale, CA",College Student Non-Tch,Business Development,Lockheed Martin,03-24-2015,http://www.applytracking.com/track.aspx/wnh6
20506,Full-Time,"Owego, NY",Software Engineer Sr,Software Engineering,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gpv0
24829,Full-Time,"Littleton, CO",Software Engineer Stf,Software Engineering,Lockheed Martin,04-08-2015,http://www.applytracking.com/track.aspx/uldc
473,Full-time,"Hawthorne, CA",Senior Computer Displays Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oupk0fwX&nl=0
491,Full-time,"Hawthorne, CA",Mechanical Design Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oC8MZfwf&nl=0
492,Full-time,"Hawthorne, CA",Mechanical Design Engineer,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oHc7ZfwJ&nl=0
1521,Full-time,"Rio Grande City, TX",Electronics Engineering Technician V,Technicians,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1ChcM
287,Full-time,"Hawthorne, CA",Router shop Supervisor 2nd shift,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oA4nZfwK&nl=0
291,Full-time,"Hawthorne, CA",Production Shop Supervisor 2nd shift,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oB4nZfwL&nl=0
292,Full-time,"Hawthorne, CA",Process Specialist,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oFmc0fwX&nl=0
53,Full-time,"Hawthorne, CA",NDT - Level II Lead (Digital Radiographic Testing),X - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oBN3Zfwa&nl=0
54,Full-time,"Hawthorne, CA","Manager, Guest Operations and Events",X - Manufacturing and Production Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEZEZfw0&nl=0
37287,Full-time,"Hawthorne, CA",Structures Payload Accommodations Engineer,Unknown,SpaceX,04-23-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=onAW0fwD&nl=0
41696,Full-time,"McGregor, TX","Inventory Specialist, Texas",Texas Rocket Development & Test - Operations,SpaceX,04-28-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o5uW0fwf&nl=0
31925,Full-Time,"Littleton, CO",Commercial Satellite Business Development Operations Manager,Business Development,Lockheed Martin,04-16-2015,http://www.applytracking.com/track.aspx/1Ipzu
55,Full-time,"Hawthorne, CA",Project Engineer - Scheduling/Planning,X - Launch - Cape Canaveral Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oD6r0fwU&nl=0
56,Full-time,"Hawthorne, CA",Prep Cook,X - Careers in Corporate Business Operations and Supply Chai,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=otzx0fwj&nl=0
14575,Full-Time,"Orlando, FL",Software Engineer Sr / OOD / ,Software Engineering,Lockheed Martin,03-27-2015,http://www.applytracking.com/track.aspx/1FiQI
19651,Full-Time,"Sunnyvale, CA",Commercial Space Administrative Assistant Senior,Administrative,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GgF0
20507,Full-Time,"Huntsville, AL",Software Engineer - C++/OOD/Linux Programming - ,Software Engineering,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1GpsQ
21368,Full-Time,"Littleton, CA",HR Representative,Human Resources,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H3Z8
76,Full-time,"McGregor, TX","Instrumentation and Control Systems Technician, Texas",Texas Rocket Development & Test - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oxko0fwZ&nl=0
265,Full-time,"Hawthorne, CA",NDT - Level II (PT Penetrant Testing) - 2nd Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=op25Zfwf&nl=0
266,Full-time,"Hawthorne, CA",NDT - Level II (Digital Radiography) - 2nd Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oy6qZfwN&nl=0
432,Full-time,"Vandenberg, CA",Dining Room Attendant,Corporate Operations - Food Services,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=osnA0fw9&nl=0
299,Full-time,"Hawthorne, CA",CNC Programmer - NX,Manufacturing and Production - Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8Uu0fwg&nl=0
170,Full-time,"Hawthorne, CA",Telemetry Coordinator,Mission Assurance and Astronaut Safety,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oXA8Yfwn&nl=0
171,Full-time,"Hawthorne, CA",System Safety Engineer,Mission Assurance and Astronaut Safety,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oWwMZfwX&nl=0
42527,Full-Time,"King of Prussia, PA",Software Engineer Stf,Software Engineering,Lockheed Martin,04-28-2015,http://www.applytracking.com/track.aspx/1KTPe
17293,Full-time,"Hawthorne, CA",Machine Shop Facilitator,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-31-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oStL0fwQ&nl=0
19652,Full-Time,"Melbourne, FL",Electronic Field Engineer,Technicians,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GcHM
20508,Full-Time,"Silverdale, WA",Mult Func HR Representative,Human Resources,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gr3A
21369,Full-Time,"Melbourne, FL",Electronic Field Engineer/,Technicians,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H50y
2089,Seasonal,"Huntsville, Alabama",Food Service Stock & Maintenance,Food Service,U.S. Space & Rocket Center Foundation,03-12-2015,https://spacecampfoundation.applicantstack.com/x/apply/a2i23046532d
2610,Full-time,"Hanover, MD",Systems Engineer Sr Stf,Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/16She
2642,Full-Time,"Edwards Air Force Base, CA",Senior DBA / Oracle + SQL / F-35 Fighter Squadron,Systems Engineering: Other,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/aMro
2706,Full-time,"Scott Air Force Base, IL","Solaris Systems Administrator Sr - Scott AFB, IL",Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/m436
2794,Full-Time,"Moorestown, NJ","Mbr Eng Staff / Java, C++ / SW Apps Dev / 2-5 Yrs Exp",Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/16fIc
2815,Full-Time,"Littleton, CO",Senior Mechanical/Process Engineer,Manufacturing,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/18CUY
401,Full-time,"Hawthorne, CA","Business Analyst, Manufacturing",Information Technology - Business Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9qeZfww&nl=0
31927,Full-Time,"Littleton, CO",Software Engineer Sr,Information Technology,Lockheed Martin,04-16-2015,http://www.applytracking.com/track.aspx/1Iq54
19653,Full-Time,"Huntsville, AL",Software Engineer / C++ / OOD / Linux / ,Software Engineering,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1GdWm
19993,Full-time,"Hawthorne, CA","Manufacturing Engineer, Harness",Manufacturing and Production - Engineering,SpaceX,04-03-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=okwN0fwn&nl=0
21370,Call-In,"Littleton, CO",College Student Tech,Software Engineering,Lockheed Martin,04-04-2015,http://www.applytracking.com/track.aspx/1H5XY
26076,Full-time,"Hawthorne, CA",Mechanical Engineer - Composites,Manufacturing and Production - Engineering,SpaceX,04-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=obmgYfwv&nl=0
218,Full-time,"Hawthorne, CA",CNC Mill Machinist (1st Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=olLy0fwo&nl=0
219,Full-time,"Hawthorne, CA",CNC Lathe Machinist,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=omNdZfw5&nl=0
220,Full-time,"Hawthorne, CA",Avionics/Electronics Technician (Wire Harness - 2nd shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oR49YfwM&nl=0
2066,Full-time," Kent, Washington",Avionics Software Development Engineer,Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8a87142e4b811f47014b98ce20270145&source=Company%20Website
438,Full-time,"Hawthorne, CA",Flight Systems Manager,Business Development - Product and Mission Management,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=od06Zfw2&nl=0
439,Full-time,"Hawthorne, CA",Sr. Graphic Designer,Business Development - Marketing and Communications,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ozA2YfwT&nl=0
31928,Full-Time,"Littleton, CO",Mechanical Engineering Mgr,Mechanical Engineering,Lockheed Martin,04-16-2015,http://www.applytracking.com/track.aspx/1IoU2
29279,Task Order/IDIQ,"Oakland, CA",Research Scientist Senior Staff,Scientist,Lockheed Martin,04-13-2015,http://www.applytracking.com/track.aspx/1IH3c
440,Full-time,"Hawthorne, CA",Vibration Isolation Engineer (Avionics),Avionics - Systems Integration,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o246ZfwV&nl=0
1992,Full-time,"Hawthorne, CA",Manager of RF System Engineering,Avionics - Hardware Design,SpaceX,03-12-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9zF0fw7&nl=0
19702,Full-time,"Hawthorne, CA","Conference and Events, Associate",X - Manufacturing and Production Operations,SpaceX,04-03-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohvN0fwj&nl=0
15416,Full-Time,"Eglin Air Force Base, FL",Senior Mission Planner / IT Skills / F-35 / CSO / Flight Ops / MCAS Cherry Point,Systems Engineering: Other,Lockheed Martin,03-28-2015,http://www.applytracking.com/track.aspx/1FqLk
19654,Full-Time,"Huntsville, AL",Staff Software Engineer / C++ / OOD / Linux / ,Software Engineering,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1Gdii
20510,Full-Time,"Huntsville, AL",Software Engineer - C++/OOD/Linux Programming - ,Software Engineering,Lockheed Martin,04-03-2015,http://www.applytracking.com/track.aspx/1Gpsk
24903,Full-time,"McGregor, TX","Instrumentation and Control Systems Technician, Texas",Texas Rocket Development & Test - Technicians & Trade Skills,SpaceX,04-09-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=owAO0fwE&nl=0
38478,Full-time,"Seattle, WA",Manufacturing Engineer - Electric Propulsion,Manufacturing and Production - Engineering,SpaceX,04-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGjW0fwF&nl=0
23445,Full-time,"Hawthorne, CA","Manufacturing Engineer, Batteries",Manufacturing and Production - Engineering,SpaceX,04-07-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o2yO0fw8&nl=0
243,Full-time,"Hawthorne, CA",NDT - Level III Specialist (ET Eddy Current),Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKjfZfw1&nl=0
244,Full-time,"Hawthorne, CA",NDT - Level II Lead (RT Radiographic Testing) - 2nd Shift,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oXqXYfw2&nl=0
245,Full-time,"Hawthorne, CA",Production Quality Engineer,Manufacturing and Production - Quality Assurance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ou9b0fwy&nl=0
18144,Full-time,"Hawthorne, CA",Propulsion Technician - Clean Line,Manufacturing and Production - Technicians and Trade Skills,SpaceX,04-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oRvL0fwR&nl=0
15417,Full-Time,"Sunnyvale, CA",Subcontract Administrator,Contracts,Lockheed Martin,03-28-2015,http://www.applytracking.com/track.aspx/1Frda
19655,Full-Time,"Wright-Patterson AFB, OH",Computer Operator Technician/Unix/Linux/,Information Technology,Lockheed Martin,04-02-2015,http://www.applytracking.com/track.aspx/1Ga3m
